species	RepeatModeler_superfamily	number_of_copies_300bp	total_nucleotides	number_of_families
Alligator_sinensis	DNA/TcMar-Tc2	5548	2421368	7
Alligator_sinensis	LINE/L1	9057	5582202	3
Alligator_sinensis	LINE/Jockey	3087	2008097	11
Alligator_sinensis	DNA/Novosib	953	492103	2
Alligator_sinensis	DNA/hAT-Tip100	394	144052	2
Alligator_sinensis	DNA/CMC-EnSpm	1330	796788	4
Alligator_sinensis	DNA/Maverick	742	814910	2
Alligator_sinensis	LINE/R2-NeSL	715	580329	1
Alligator_sinensis	LINE/L2	3756	1765246	10
Alligator_sinensis	LTR/ERVK	1970	1148943	3
Alligator_sinensis	DNA/PiggyBac	631	710958	3
Alligator_sinensis	LINE/RTE-X	1146	787881	3
Alligator_sinensis	DNA/hAT-Tag1	1327	1256999	2
Alligator_sinensis	DNA/hAT	1073	548012	3
Alligator_sinensis	SINE/Deu	253	111758	3
Alligator_sinensis	DNA/Zator	2141	884659	1
Alligator_sinensis	LTR/ERVL	338	471279	1
Alligator_sinensis	LTR/ERV	264	152126	1
Alligator_sinensis	LTR/Copia	483	227780	1
Alligator_sinensis	DNA/Academ	181	163509	1
Alligator_sinensis	DNA/TcMar-Tc1	146	54568	1
Alligator_sinensis	LTR/DIRS	245	112665	2
Spermophilus_dauricus	LTR/ERVK	37567	24460919	53
Spermophilus_dauricus	LTR/ERVL	24760	12227024	34
Spermophilus_dauricus	SINE/ID	5439	1970919	42
Spermophilus_dauricus	LINE/L1	356917	293054256	155
Spermophilus_dauricus	LTR/ERVL-MaLR	139877	57389673	78
Spermophilus_dauricus	SINE/Alu	57184	22722126	56
Spermophilus_dauricus	LTR/ERV1	41709	21484960	70
Spermophilus_dauricus	DNA/TcMar-Tigger	11996	5207104	18
Spermophilus_dauricus	DNA/hAT-Charlie	3107	1257043	10
Spermophilus_dauricus	DNA/CMC-EnSpm	69	24262	2
Spermophilus_dauricus	SINE/MIR	7	7702	2
Spermophilus_dauricus	LINE/L2	3513	1564468	13
Spermophilus_dauricus	DNA/Sola	145	88549	1
Spermophilus_dauricus	DNA/Novosib	7	6643	1
Spermophilus_dauricus	SINE/7SL	12	5150	2
Spermophilus_dauricus	DNA/MuLE-MuDR	236	141461	1
Spermophilus_dauricus	DNA/hAT-Blackjack	312	135424	2
Spermophilus_dauricus	LINE/Rex-Babar	944	432616	1
Spermophilus_dauricus	DNA/hAT-Tip100	83	28262	1
Spermophilus_dauricus	LINE/R1	433	238157	1
Spermophilus_dauricus	LTR/Gypsy	196	218404	1
Mus_musculus_musculus	LINE/L1	335923	249884565	122
Mus_musculus_musculus	SINE/B2	11982	4565537	18
Mus_musculus_musculus	LTR/ERVL-MaLR	124285	47103783	48
Mus_musculus_musculus	LTR/ERVK	88243	44457432	192
Mus_musculus_musculus	DNA/CMC-EnSpm	1794	654420	7
Mus_musculus_musculus	LTR/ERV1	18603	8785407	41
Mus_musculus_musculus	SINE/Alu	80134	29324323	48
Mus_musculus_musculus	DNA/Sola	8057	3261851	2
Mus_musculus_musculus	SINE/B4	711	246256	3
Mus_musculus_musculus	DNA/TcMar-Tigger	342	108130	5
Mus_musculus_musculus	LTR/ERVL	29593	14737097	35
Mus_musculus_musculus	DNA/hAT-Charlie	2556	1259510	2
Mus_musculus_musculus	SINE/ID	995	319057	1
Mus_musculus_musculus	DNA/Novosib	195	63856	2
Mus_musculus_musculus	LTR/ERV	623	351071	1
Mus_musculus_musculus	LTR/Gypsy	476	377245	1
Saimiri_boliviensis_boliviensis	DNA/TcMar-Tigger	19109	9391499	28
Saimiri_boliviensis_boliviensis	SINE/Alu	433763	172844135	48
Saimiri_boliviensis_boliviensis	SINE/MIR	966	307340	4
Saimiri_boliviensis_boliviensis	LINE/L1	466300	324406680	143
Saimiri_boliviensis_boliviensis	LINE/L2	20220	9333967	11
Saimiri_boliviensis_boliviensis	DNA/hAT-Charlie	6978	3107948	16
Saimiri_boliviensis_boliviensis	LTR/ERVL-MaLR	76712	29019476	42
Saimiri_boliviensis_boliviensis	LTR/ERV1	41525	22150595	92
Saimiri_boliviensis_boliviensis	LTR/ERVL	59419	36154320	48
Saimiri_boliviensis_boliviensis	DNA/TcMar-Mariner	1321	1098744	2
Saimiri_boliviensis_boliviensis	DNA/CMC-EnSpm	1815	773589	5
Saimiri_boliviensis_boliviensis	DNA/TcMar-Tc2	230	81830	1
Saimiri_boliviensis_boliviensis	LTR/ERVK	3165	1672270	9
Saimiri_boliviensis_boliviensis	DNA/hAT-Tip100	1533	761247	4
Saimiri_boliviensis_boliviensis	DNA/TcMar	24	7638	1
Saimiri_boliviensis_boliviensis	Satellite/Y-chromosome	276	782039	1
Physeter_catodon	LINE/L1	431933	385285143	79
Physeter_catodon	LINE/L2	37422	17086448	16
Physeter_catodon	SINE/tRNA-Core-L2	71	41599	8
Physeter_catodon	LTR/ERVL	10146	7192692	8
Physeter_catodon	DNA/TcMar-Tigger	8747	4759326	11
Physeter_catodon	DNA/hAT-Tip100	626	227763	2
Physeter_catodon	DNA/PiggyBac	156	92846	1
Physeter_catodon	DNA/hAT-Charlie	4122	2698040	8
Physeter_catodon	LTR/ERV1	2968	2548884	6
Physeter_catodon	DNA/TcMar-Mariner	2072	2016132	2
Physeter_catodon	LTR/Gypsy	1652	1016749	1
Physeter_catodon	DNA/TcMar-Tc2	477	205972	2
Physeter_catodon	DNA/MuLE-MuDR	121	72910	1
Physeter_catodon	LINE/CR1	42	14509	1
Physeter_catodon	LINE/RTE-X	18	5549	1
Meriones_unguiculatus	LTR/ERVL-MaLR	99735	38224297	37
Meriones_unguiculatus	SINE/Alu	59329	22277459	48
Meriones_unguiculatus	DNA/CMC-EnSpm	3969	1644441	3
Meriones_unguiculatus	LINE/L1	431101	334755572	96
Meriones_unguiculatus	LTR/ERVK	75271	39010588	117
Meriones_unguiculatus	SINE/B4	486	163124	2
Meriones_unguiculatus	LTR/ERV1	21274	10582178	39
Meriones_unguiculatus	DNA/hAT-Charlie	2490	1197330	2
Meriones_unguiculatus	DNA/Novosib	8348	2679900	1
Meriones_unguiculatus	SINE/B2	622	204706	9
Meriones_unguiculatus	LTR/ERVL	23356	10918327	27
Meriones_unguiculatus	DNA/TcMar-Tigger	375	120758	4
Meriones_unguiculatus	SINE/MIR	1	327	1
Meriones_unguiculatus	LTR/Gypsy	238	202365	1
Alligator_mississippiensis	SINE/MIR	4779	2294623	6
Alligator_mississippiensis	LTR/ERV4	2075	1939633	5
Alligator_mississippiensis	LINE/L1-Tx1	12567	9956759	21
Alligator_mississippiensis	LINE/CR1	172731	136763308	94
Alligator_mississippiensis	LINE/L2	5713	2675603	10
Alligator_mississippiensis	DNA/hAT-Charlie	36299	18767681	48
Alligator_mississippiensis	LTR/Gypsy	10895	8964513	21
Alligator_mississippiensis	SINE/Deu	60	20623	2
Alligator_mississippiensis	LINE/Penelope	21484	11416102	21
Alligator_mississippiensis	DNA/Maverick	559	521884	2
Alligator_mississippiensis	LTR/Copia	7306	4321741	6
Alligator_mississippiensis	DNA/TcMar-Tc2	4464	1981353	6
Alligator_mississippiensis	DNA/CMC-EnSpm	992	442671	2
Alligator_mississippiensis	LINE/RTE-BovB	25622	18569754	42
Alligator_mississippiensis	LINE/L1	1805	1176271	4
Alligator_mississippiensis	DNA/hAT-Ac	15353	12994594	12
Alligator_mississippiensis	DNA/hAT-Tip100	6207	3686083	6
Alligator_mississippiensis	DNA/hAT-Blackjack	363	128536	4
Alligator_mississippiensis	LTR/ERV1	1575	1055873	5
Alligator_mississippiensis	DNA/hAT-Tag1	2759	2115466	6
Alligator_mississippiensis	SINE/tRNA-L2	2863	1024554	2
Alligator_mississippiensis	DNA/PIF-Harbinger	29490	21706081	27
Alligator_mississippiensis	LINE/R2-NeSL	989	739838	2
Alligator_mississippiensis	DNA/TcMar-Tigger	2030	757919	7
Alligator_mississippiensis	LTR/Pao	3	913	2
Alligator_mississippiensis	LINE/RTE-X	1079	688285	3
Alligator_mississippiensis	LINE/Jockey	4873	2998447	11
Alligator_mississippiensis	DNA/PiggyBac	572	669800	3
Alligator_mississippiensis	LINE/R1	77	24486	1
Alligator_mississippiensis	DNA/TcMar-Tc1	103	60130	1
Alligator_mississippiensis	DNA/Novosib	353	215230	1
Alligator_mississippiensis	DNA/hAT	994	937670	2
Alligator_mississippiensis	LTR/DIRS	211	85389	1
Mustela_putorius_furo	LINE/L1	395750	290904688	149
Mustela_putorius_furo	SINE/tRNA-Lys	24315	9855229	26
Mustela_putorius_furo	SINE/MIR	594	240570	3
Mustela_putorius_furo	DNA/MULE-MuDR	92	32059	2
Mustela_putorius_furo	LTR/ERVL-MaLR	47364	18431102	32
Mustela_putorius_furo	LTR/ERV1	20765	9526773	44
Mustela_putorius_furo	DNA/TcMar-Tigger	13292	6437029	14
Mustela_putorius_furo	DNA/hAT-Charlie	5116	2498641	13
Mustela_putorius_furo	LINE/L2	6930	3077065	16
Mustela_putorius_furo	DNA/CMC-EnSpm	41	13948	1
Mustela_putorius_furo	DNA/hAT-Blackjack	993	450680	3
Mustela_putorius_furo	DNA/hAT-Tip100	1788	843688	6
Mustela_putorius_furo	LTR/ERVL	30576	15020063	42
Mustela_putorius_furo	LTR/ERVK	1260	630922	3
Mustela_putorius_furo	LINE/CR1	19	6165	1
Mustela_putorius_furo	DNA/TcMar	15	4810	1
Odobenus_rosmarus_divergens	LINE/L1	387337	303372333	155
Odobenus_rosmarus_divergens	LINE/L2	25252	11639459	16
Odobenus_rosmarus_divergens	SINE/tRNA-Lys	1	311	1
Odobenus_rosmarus_divergens	DNA/hAT-Charlie	8196	3836726	27
Odobenus_rosmarus_divergens	LTR/ERVL	41090	22820169	51
Odobenus_rosmarus_divergens	LTR/ERVL-MaLR	63062	25352290	44
Odobenus_rosmarus_divergens	LTR/ERV1	21727	10178254	44
Odobenus_rosmarus_divergens	SINE/MIR	58	17919	6
Odobenus_rosmarus_divergens	DNA/hAT-Blackjack	1017	464723	2
Odobenus_rosmarus_divergens	DNA/TcMar-Tigger	12832	6501875	15
Odobenus_rosmarus_divergens	DNA/CMC-EnSpm	128	57807	3
Odobenus_rosmarus_divergens	DNA/hAT-Tip100	2121	1086706	6
Odobenus_rosmarus_divergens	LINE/CR1	5	1555	1
Odobenus_rosmarus_divergens	DNA/hAT	5	1574	1
Odobenus_rosmarus_divergens	DNA/TcMar-Tc2	303	140414	1
Odobenus_rosmarus_divergens	DNA/TcMar-Mariner	227	80247	1
Odobenus_rosmarus_divergens	LTR/ERVK	313	154112	1
Odobenus_rosmarus_divergens	DNA/TcMar	6	1883	1
Enhydra_lutris_kenyoni	LINE/L1	374978	322227655	147
Enhydra_lutris_kenyoni	SINE/tRNA-Lys	38568	16769899	20
Enhydra_lutris_kenyoni	LINE/L2	16676	7726528	10
Enhydra_lutris_kenyoni	DNA/TcMar-Tigger	11525	5827594	14
Enhydra_lutris_kenyoni	DNA/hAT-Blackjack	756	343307	2
Enhydra_lutris_kenyoni	DNA/CMC-EnSpm	4095	1651818	6
Enhydra_lutris_kenyoni	SINE/MIR	13	4058	7
Enhydra_lutris_kenyoni	LTR/ERVL	36438	17920916	43
Enhydra_lutris_kenyoni	LTR/ERVL-MaLR	53821	21542608	33
Enhydra_lutris_kenyoni	DNA/hAT-Charlie	10168	3995585	18
Enhydra_lutris_kenyoni	LTR/ERV1	24912	11749811	49
Enhydra_lutris_kenyoni	LTR/ERVK	1430	695472	3
Enhydra_lutris_kenyoni	DNA/hAT-Tip100	2077	1007676	6
Enhydra_lutris_kenyoni	DNA/TcMar-Tc2	256	96203	1
Enhydra_lutris_kenyoni	DNA/TcMar	34	11496	1
Mus_musculus_domesticus	LINE/L1	296351	224843395	105
Mus_musculus_domesticus	LTR/ERVK	91250	45267019	183
Mus_musculus_domesticus	SINE/Alu	68827	25851925	42
Mus_musculus_domesticus	DNA/CMC-EnSpm	4861	1846895	5
Mus_musculus_domesticus	LTR/ERVL	35232	17856227	38
Mus_musculus_domesticus	SINE/B2	5918	2163599	14
Mus_musculus_domesticus	LTR/ERVL-MaLR	113535	43747865	57
Mus_musculus_domesticus	LTR/ERV1	16747	8259926	46
Mus_musculus_domesticus	DNA/TcMar-Tigger	327	104313	2
Mus_musculus_domesticus	LINE/L2	4517	1771735	2
Mus_musculus_domesticus	SINE/B4	762	248673	3
Mus_musculus_domesticus	DNA/Sola	3254	1252642	2
Mus_musculus_domesticus	DNA/hAT-Ac	49	15908	1
Mus_musculus_domesticus	DNA/hAT-Charlie	1550	682390	3
Mus_musculus_domesticus	LTR/ERV	340	173808	1
Mus_musculus_domesticus	DNA/Crypton	3	939	1
Mus_musculus_domesticus	LTR/Gypsy	408	354328	1
Microtus_agrestis	SINE/Alu	46649	17163636	45
Microtus_agrestis	LTR/ERVL-MaLR	59134	20697164	45
Microtus_agrestis	LTR/ERVK	33818	13269442	94
Microtus_agrestis	SINE/B2	1	304	1
Microtus_agrestis	LINE/L1	98447	44471313	101
Microtus_agrestis	LTR/ERVL	29586	14076302	27
Microtus_agrestis	DNA/hAT-Charlie	882	301812	3
Microtus_agrestis	DNA/Sola	1285	570107	2
Microtus_agrestis	LTR/ERV1	10011	4182106	43
Microtus_agrestis	SINE/ID	2911	924481	1
Microtus_agrestis	DNA/CMC-EnSpm	487	187399	2
Microtus_agrestis	DNA/TcMar-Tigger	1013	327138	3
Microtus_agrestis	DNA/TcMar-Fot1	196	84906	1
Microtus_agrestis	DNA/Kolobok-Hydra	157	68240	1
Microtus_agrestis	LTR/Copia	168	67531	1
Microtus_agrestis	LTR/Gypsy	104	56428	1
Microtus_agrestis	LINE/RTE-BovB	170	76371	1
Mus_pahari	LINE/L1	301279	232026578	105
Mus_pahari	SINE/Alu	78822	29902002	43
Mus_pahari	SINE/B2	3922	1394219	16
Mus_pahari	LTR/ERVK	79069	40376918	142
Mus_pahari	LTR/ERVL-MaLR	118699	46091773	40
Mus_pahari	SINE/ID	2047	688270	3
Mus_pahari	LINE/L2	4717	2031750	2
Mus_pahari	DNA/CMC-EnSpm	4125	1804302	5
Mus_pahari	SINE/B4	2180	758750	6
Mus_pahari	LTR/ERVL	32816	16416308	31
Mus_pahari	DNA/hAT-Charlie	1699	768508	7
Mus_pahari	LTR/ERV1	18385	9097087	41
Mus_pahari	SINE/MIR	2	3011	1
Mus_pahari	DNA/TcMar-Tigger	253	79789	3
Mus_pahari	LTR/Gypsy	379	347290	1
Pantherophis_guttatus	LINE/CR1	36562	16122312	37
Pantherophis_guttatus	DNA/TcMar-Tc1	2391	1101073	16
Pantherophis_guttatus	LINE/Penelope	4237	1735321	20
Pantherophis_guttatus	LINE/L1	21752	10489060	52
Pantherophis_guttatus	LINE/Rex-Babar	3944	1613357	17
Pantherophis_guttatus	LINE/L2	19062	8038441	45
Pantherophis_guttatus	LINE/RTE-BovB	12022	5440737	47
Pantherophis_guttatus	LINE/RTE-X	2408	1157625	18
Pantherophis_guttatus	LTR/Gypsy	12605	6514942	41
Pantherophis_guttatus	LINE/Jockey	749	330660	9
Pantherophis_guttatus	LINE/Dong-R4	7080	3585870	21
Pantherophis_guttatus	LINE/RTE-RTE	490	230497	2
Pantherophis_guttatus	RC/Helitron	80	31861	1
Pantherophis_guttatus	LTR/DIRS	6792	4428718	5
Pantherophis_guttatus	LTR/Copia	2458	1360371	10
Pantherophis_guttatus	LTR/Pao	639	226397	1
Pantherophis_guttatus	LTR/ERV1	550	281494	7
Pantherophis_guttatus	DNA/CMC-Chapaev-3	315	197590	1
Pantherophis_guttatus	DNA/TcMar-Mariner	317	185788	1
Pantherophis_guttatus	DNA/hAT-hATm	77	53022	1
Pantherophis_guttatus	LTR/ERVK	44	20009	1
Pantherophis_guttatus	DNA/PiggyBac	3	1008	1
Pantherophis_guttatus	DNA/TcMar-Tigger	5	1780	1
Apodemus_sylvaticus	SINE/Alu	3495	1231063	23
Apodemus_sylvaticus	SINE/B2	2	717	2
Apodemus_sylvaticus	LINE/L1	154999	74899033	157
Apodemus_sylvaticus	DNA/CMC-EnSpm	61	21930	2
Apodemus_sylvaticus	LINE/L2	566	208582	2
Apodemus_sylvaticus	LTR/ERVK	34111	14773077	146
Apodemus_sylvaticus	DNA/TcMar-Tigger	138	47922	3
Apodemus_sylvaticus	SINE/B4	36	11160	2
Apodemus_sylvaticus	LTR/ERVL-MaLR	55288	19477065	40
Apodemus_sylvaticus	DNA/Ginger	1118	430110	3
Apodemus_sylvaticus	DNA/hAT-Charlie	1180	504863	1
Apodemus_sylvaticus	DNA/Sola	2711	1089041	3
Apodemus_sylvaticus	LTR/ERV1	10556	4383172	42
Apodemus_sylvaticus	LTR/ERVL	13311	5467520	33
Apodemus_sylvaticus	DNA/Maverick	48	14896	1
Apodemus_sylvaticus	DNA/Novosib	314	121412	1
Apodemus_sylvaticus	LTR/Gypsy	76	27224	1
Neomonachus_schauinslandi	LINE/L1	431605	366784371	144
Neomonachus_schauinslandi	SINE/tRNA-Lys	3346	1167959	16
Neomonachus_schauinslandi	SINE/MIR	110	34773	12
Neomonachus_schauinslandi	DNA/hAT-Charlie	7417	3769186	14
Neomonachus_schauinslandi	DNA/hAT-Tip100	2859	1444613	7
Neomonachus_schauinslandi	LTR/ERVL-MaLR	52556	20826261	36
Neomonachus_schauinslandi	DNA/CMC-EnSpm	372	191202	1
Neomonachus_schauinslandi	LINE/L2	23531	11184521	23
Neomonachus_schauinslandi	LTR/ERVL	45187	22145405	54
Neomonachus_schauinslandi	DNA/TcMar-Tigger	11761	5395188	12
Neomonachus_schauinslandi	LTR/ERV1	18464	9641481	49
Neomonachus_schauinslandi	DNA/TcMar-Tc2	487	204071	2
Neomonachus_schauinslandi	DNA/hAT-Blackjack	277	120642	1
Neomonachus_schauinslandi	LTR/ERVK	297	145554	1
Neomonachus_schauinslandi	LINE/RTE-X	131	54220	1
Neomonachus_schauinslandi	LTR/ERV	202	139932	1
Ictidomys_tridecemlineatus	LTR/ERV1	33773	17441640	69
Ictidomys_tridecemlineatus	DNA/CMC-EnSpm	392	387162	3
Ictidomys_tridecemlineatus	SINE/Alu	8854	3325628	11
Ictidomys_tridecemlineatus	SINE/ID	2188	779449	20
Ictidomys_tridecemlineatus	LINE/L1	265003	194826686	113
Ictidomys_tridecemlineatus	LTR/ERVL-MaLR	124610	51613089	60
Ictidomys_tridecemlineatus	LTR/ERVK	27422	13748471	46
Ictidomys_tridecemlineatus	LINE/L2	3518	1479234	14
Ictidomys_tridecemlineatus	DNA/hAT-Charlie	4670	2267017	8
Ictidomys_tridecemlineatus	DNA/TcMar-Tigger	9584	3950874	14
Ictidomys_tridecemlineatus	DNA/hAT-Blackjack	561	199938	3
Ictidomys_tridecemlineatus	LTR/ERVL	25349	12189364	28
Ictidomys_tridecemlineatus	LINE/Penelope	401	265963	1
Ictidomys_tridecemlineatus	LTR/Copia	141	56868	1
Ictidomys_tridecemlineatus	DNA/hAT-Tip100	413	196274	4
Ictidomys_tridecemlineatus	LINE/R1	368	283353	1
Ictidomys_tridecemlineatus	DNA/MuLE-MuDR	324	204584	1
Balaenoptera_acutorostrata_scammoni	LINE/L1	431945	359591822	172
Balaenoptera_acutorostrata_scammoni	DNA/hAT-Charlie	9951	5320464	23
Balaenoptera_acutorostrata_scammoni	LTR/ERVL-MaLR	75943	31111651	43
Balaenoptera_acutorostrata_scammoni	LINE/L2	35667	18662646	26
Balaenoptera_acutorostrata_scammoni	SINE/MIR	105	36668	6
Balaenoptera_acutorostrata_scammoni	SINE/tRNA-Glu	156440	51793676	13
Balaenoptera_acutorostrata_scammoni	LTR/ERVL	45345	23404546	50
Balaenoptera_acutorostrata_scammoni	DNA/TcMar-Tigger	9876	4922080	20
Balaenoptera_acutorostrata_scammoni	DNA/hAT-Blackjack	601	345425	3
Balaenoptera_acutorostrata_scammoni	DNA/hAT-Tip100	2727	1325403	6
Balaenoptera_acutorostrata_scammoni	LTR/ERV1	32580	15930173	75
Balaenoptera_acutorostrata_scammoni	DNA/CMC-EnSpm	2451	971360	2
Balaenoptera_acutorostrata_scammoni	DNA/Sola	764	369571	1
Balaenoptera_acutorostrata_scammoni	LINE/CR1	50	16922	2
Balaenoptera_acutorostrata_scammoni	DNA/TcMar-Tc2	435	199148	2
Balaenoptera_acutorostrata_scammoni	DNA/TcMar-Mariner	1817	1868650	2
Balaenoptera_acutorostrata_scammoni	DNA/PiggyBac	195	122538	1
Cervus_elaphus_hippelaphus	SINE/BovA	1293	768005	5
Cervus_elaphus_hippelaphus	LINE/RTE-BovB	148530	89868296	40
Cervus_elaphus_hippelaphus	SINE/tRNA-Glu	19386	6309112	11
Cervus_elaphus_hippelaphus	LINE/L1	228874	142918559	144
Cervus_elaphus_hippelaphus	DNA/hAT-Charlie	4842	2372930	12
Cervus_elaphus_hippelaphus	LTR/ERV1	33972	15895815	87
Cervus_elaphus_hippelaphus	DNA/CMC-EnSpm	1	8143	1
Cervus_elaphus_hippelaphus	DNA/TcMar-Tigger	6639	3490075	10
Cervus_elaphus_hippelaphus	LTR/ERVL-MaLR	30950	11788613	29
Cervus_elaphus_hippelaphus	SINE/MIR	5	1549	4
Cervus_elaphus_hippelaphus	DNA/TcMar-Mariner	3049	1234736	7
Cervus_elaphus_hippelaphus	LINE/L2	10375	4514755	16
Cervus_elaphus_hippelaphus	LTR/ERVK	1390	756574	3
Cervus_elaphus_hippelaphus	LTR/ERVL	19621	8992660	32
Cervus_elaphus_hippelaphus	Satellite/centr	229	506928	1
Cervus_elaphus_hippelaphus	DNA/hAT-Blackjack	526	272470	3
Cervus_elaphus_hippelaphus	DNA/hAT-Tip100	903	390953	5
Cervus_elaphus_hippelaphus	DNA/TcMar	6	2024	1
Tursiops_truncatus	LINE/L1	398913	307402575	145
Tursiops_truncatus	LTR/ERVL-MaLR	66676	27245895	45
Tursiops_truncatus	DNA/hAT-Charlie	8627	4514215	24
Tursiops_truncatus	LINE/L2	31912	16067525	31
Tursiops_truncatus	SINE/tRNA-Glu	80144	27103798	8
Tursiops_truncatus	SINE/MIR	2855	1139140	9
Tursiops_truncatus	DNA/TcMar-Mariner	1659	1607150	2
Tursiops_truncatus	LTR/ERVL	42567	21337789	48
Tursiops_truncatus	LTR/ERV1	27800	13574384	60
Tursiops_truncatus	DNA/MULE-MuDR	1	458	1
Tursiops_truncatus	DNA/TcMar-Tigger	8507	6150705	20
Tursiops_truncatus	DNA/CMC-EnSpm	339	148469	2
Tursiops_truncatus	DNA/hAT-Blackjack	1542	667086	3
Tursiops_truncatus	DNA/hAT	1	305	1
Tursiops_truncatus	DNA/hAT-Tip100	3108	1616580	9
Tursiops_truncatus	DNA/TcMar-Tc2	314	141984	1
Tursiops_truncatus	LINE/RTE-X	143	50733	1
Tursiops_truncatus	LINE/CR1	4	1240	1
Tursiops_truncatus	DNA/TcMar	60	20339	1
Ursus_maritimus	LINE/L1	347799	271262755	162
Ursus_maritimus	LINE/L2	26174	13756778	23
Ursus_maritimus	LTR/ERV1	23663	11276078	45
Ursus_maritimus	SINE/tRNA-Lys	2	718	2
Ursus_maritimus	SINE/MIR	192	63196	3
Ursus_maritimus	LTR/ERVL-MaLR	61727	24654645	41
Ursus_maritimus	LTR/ERVL	42650	20800364	47
Ursus_maritimus	DNA/hAT-Charlie	10010	4722213	19
Ursus_maritimus	DNA/TcMar-Tigger	9537	4652808	14
Ursus_maritimus	DNA/CMC-EnSpm	1	303	1
Ursus_maritimus	DNA/hAT-Tip100	1923	948981	6
Ursus_maritimus	LTR/ERVK	551	266378	1
Ursus_maritimus	DNA/hAT-Blackjack	43	18586	1
Ursus_maritimus	DNA/TcMar-Tc2	292	112457	1
Ursus_maritimus	DNA/TcMar-Mariner	106	37346	1
Ursus_maritimus	LINE/RTE-X	37	11992	1
Ursus_maritimus	DNA/TcMar	5	1562	1
Lycaon_pictus	SINE/tRNA-Lys	62939	26389778	34
Lycaon_pictus	LINE/L1	329968	234963728	151
Lycaon_pictus	LTR/ERVL	33717	16925658	45
Lycaon_pictus	SINE/MIR	2	695	1
Lycaon_pictus	LTR/ERVL-MaLR	43795	17129331	37
Lycaon_pictus	LTR/ERV1	19227	8463939	44
Lycaon_pictus	DNA/TcMar-Tigger	10977	4461434	18
Lycaon_pictus	DNA/hAT-Charlie	5626	2924111	11
Lycaon_pictus	LINE/L2	15269	6604487	14
Lycaon_pictus	DNA/hAT-Tip100	1727	855082	6
Lycaon_pictus	DNA/hAT-Blackjack	889	404683	3
Lycaon_pictus	LTR/Gypsy	229	221170	1
Lycaon_pictus	DNA/CMC-EnSpm	9	3040	1
Lycaon_pictus	DNA/TcMar-Tc2	84	28912	1
Lycaon_pictus	DNA/TcMar	47	15665	1
Lycaon_pictus	DNA/MULE-MuDR	11	3586	1
Nasalis_larvatus	LINE/L1	313505	207128578	150
Nasalis_larvatus	SINE/Alu	346232	123592496	24
Nasalis_larvatus	DNA/hAT-Tip100	2863	1354820	10
Nasalis_larvatus	LTR/ERVL-MaLR	83529	31863757	58
Nasalis_larvatus	DNA/hAT-Charlie	6049	3099826	13
Nasalis_larvatus	LTR/ERVL	59173	30862736	68
Nasalis_larvatus	LINE/L2	18332	8248722	21
Nasalis_larvatus	LTR/ERV1	50387	26801308	108
Nasalis_larvatus	DNA/PiggyBac	249	115624	1
Nasalis_larvatus	DNA/hAT-Blackjack	1078	488431	2
Nasalis_larvatus	DNA/TcMar-Tigger	14971	9582417	20
Nasalis_larvatus	DNA/CMC-EnSpm	1296	583763	2
Nasalis_larvatus	LTR/ERVK	6282	4199518	9
Nasalis_larvatus	DNA/TcMar	37	11876	1
Nasalis_larvatus	DNA/TcMar-Mariner	959	567899	3
Nasalis_larvatus	LTR/Ngaro	753	315191	1
Nasalis_larvatus	DNA/MuLE-MuDR	345	231912	1
Nasalis_larvatus	Satellite/centr	1527	1066711	4
Orcinus_orca	LINE/L1	392316	340518728	151
Orcinus_orca	SINE/tRNA-Glu	94938	32236581	9
Orcinus_orca	LINE/L2	31737	15830645	26
Orcinus_orca	DNA/TcMar-Tc2	179	77284	1
Orcinus_orca	DNA/TcMar-Tigger	10400	5478829	19
Orcinus_orca	LTR/ERVL-MaLR	70476	28618066	44
Orcinus_orca	LTR/ERVL	44215	22471112	49
Orcinus_orca	LTR/ERV1	33441	15981356	74
Orcinus_orca	DNA/hAT-Charlie	10120	4709330	19
Orcinus_orca	SINE/MIR	102	32050	14
Orcinus_orca	DNA/CMC-EnSpm	649	302923	2
Orcinus_orca	DNA/Sola	10	16137	1
Orcinus_orca	DNA/hAT-Tip100	1798	896288	5
Orcinus_orca	DNA/TcMar-Mariner	1918	1883282	2
Orcinus_orca	DNA/PiggyBac	208	130892	1
Orcinus_orca	DNA/hAT-Blackjack	1268	501229	2
Orcinus_orca	LINE/RTE-X	48	16359	3
Orcinus_orca	DNA/TcMar	34	11470	1
Crocodylus_porosus	DNA/hAT-Charlie	24929	11775181	41
Crocodylus_porosus	LINE/CR1	180145	139563878	93
Crocodylus_porosus	DNA/TcMar-Tigger	2498	1071526	6
Crocodylus_porosus	DNA/TcMar-Tc2	6820	3169935	7
Crocodylus_porosus	SINE/tRNA-RTE	1578	1162676	2
Crocodylus_porosus	LINE/RTE-BovB	15117	10507696	32
Crocodylus_porosus	LTR/DIRS	142	55054	1
Crocodylus_porosus	DNA/hAT-Ac	18921	14553244	12
Crocodylus_porosus	DNA/MULE-MuDR	3934	1611441	6
Crocodylus_porosus	DNA/hAT	670	660405	1
Crocodylus_porosus	SINE/MIR	5472	2437576	6
Crocodylus_porosus	LINE/L2	5733	3282438	13
Crocodylus_porosus	LTR/Pao	1585	531709	3
Crocodylus_porosus	LINE/Penelope	16006	8933058	18
Crocodylus_porosus	LTR/Gypsy	12388	9475317	17
Crocodylus_porosus	LINE/Jockey	4391	2734255	13
